LICENSEE NAME,DOING BUSINESS AS,LICENSE #,LICENSE TYPE,EXPIRES,STREET ADDRESS,CITY,STATE,ZIP
ERIC KENT WINECELLARS LLC ERIC KENT WINE,,07-91238-0000 Winery Direct Shipper's Permit,,09/24/2021 1160 HOPPER AVENUE,Santa Rosa,CA,954038687
YEN'S ENTERPRISES INC,ERIC'S ASIAN CAFE,03-08422,Hotel & Restaurant (city),10/04/2021 2700 COLORADO BLVD,Idaho Springs,CO,80452
G&S SERVICES COMPANY,ERIE CONOCO,04-00756,Delivery Permit,4200 NORTH EAST COUNTY LINE ROErie,,CO,80516
G&S SERVICES COMPANY,ERIE CONOCO,04-00756,Fermented Malt Beverage Off (,05/09/2021 4200 NORTH EAST COUNTY LINE ROErie,,CO,80516
SAM'S WEST INC.,ERIK CONNOR YOUNG,03-13532,Manager Permit (LLDS),09/28/2021 70 WEST LAYTON AVENUE UNIT G Englewood,,CO,80110
ERITREAN COMMUNITY IN COL ERITREAN COMMUNITY IN COLORAD28-13623-0001 Club License (city),,,,11/16/2021 6677 LEETSDALE DR,Denver,CO,80224
"ERNEST VINEYARDS, LLC","ERNEST VINEYARDS, LLC",03-10241,Winery Direct Shipper's Permit,07/10/2021 4334 25th St,San Francisco,CA,94114
11TH STREET STATION LLC,ERNIE'S,03-08225,Tavern (city),06/19/2021 1101 MAIN AVENUE,Durango,CO,81301
RUBENSTEIN'S LLC,EROSION WINE CO.,03-13706,Winery Direct Shipper's Permit,09/01/2021 7415 ST. HELENA HIGHWAY,Napa,CA,94558
ERSTWHILE MEZCAL,ERSTWHILE MEZCAL,03-11593,Importer (vinous & spirituous),"06/18/2021 923 PUTMAN AVE , BASEMENT SUIT Brooklyn",,NY,11221
ESCANDALO LLC,ESCANDALO,03-08523,Tavern (city),09/11/2021 4501 EAST VIRGINIA AVENUE SUITEGlendale,,CO,80246
ESCOBAR,ESCOBAR,42-90602-0000 Tavern (city),,05/15/2021 426 EAST HYMAN AVENUE,Aspen,CO,816112535
ESO TERRA INC.,ESO TERRA INC.,03-13201,Limited Winery,05/20/2021 18390 HIGHWAY 145,Dolores,CO,81323
ESOTERRA INC.,ESOTERRA CIDER,03-13975,Winery Direct Shipper's Permit,10/26/2021 18390 HIGHWAY 145,Hesperus,CO,81326
ESPERANZA TEQUILAS LLC,ESPERANZA'S,03-01973,Hotel & Restaurant (city),11/13/2021 226 W COLORADO AVE,Telluride,CO,81435
SHR IMPORTS LLC,ESPRIT IMPORTED WINE,28-62295-0000 Importer (vinous & spirituous),,03/24/2022 4200 E QUINCY AVE,Englewood,CO,801135050
CINEMA BEVERAGES HOLDING ESQUIRE THEATRE,,03-12039,Lodging & Entertainment (City),09/22/2021 590 DOWNING STREET,Denver,CO,80218
ESSER WINES LLC,ESSER VINEYARDS,03-04555,Importer (vinous & spirituous),07/23/2021 5570 SKYLANE BLVD STE C,Santa Rosa,CA,95403
EXPLORER BRADBURN OPERATESTABLISHMENT AT BRADBURN VILL03-14051,,,Lodging & Entertainment (City),12/15/2021 11885 BRADBURN BOULEVARD,Westminster,CO,80031
ESTATE BRANDS DISTRIBUTINGESTATE BRANDS DISTRIBUTING CO 03-00466,,,Wholesale (vinous & spirituous),12/10/2021 4895 EAST 41ST AVENUE,Denver,CO,80216
ESTCRU LLC,ESTCRU,03-14426,Winery Direct Shipper's Permit,02/23/2022 1160-B HOPPER AVENUE,Santa Rosa,CA,95403
1950 S HOLLY ST LLC,ESTERS,03-03434,Tavern (city),01/14/2022 1950 S HOLLY ST UNIT 9-10,Denver,CO,80222
2201 ONEIDA LLC,ESTERS NEIGHBORHOOD PUB ONEID03-08856,,Hotel & Restaurant (city),01/25/2022 2201 ONEIDA STREET,Denver,CO,80207
HIGH COUNTRY BREWERY INC ESTES PARK BREWERY AT THE EVE 12-12518-0003 Brew Pub (city),,,,03/31/2022 470 PROSPECT VILLAGE DRIVE,Estes Park,CO,80517
"ESTES PARK POST NO. 119, AMESTES PARK POST NO. 119, AMERICA03-12917",,,Tavern (city),01/29/2022 850 NORTH SAINT VRAIN,Estes Park,CO,80517
MISSION YOGURT INC,ETAI'S AT DENVER INTERNATIONAL A03-00844,,Hotel & Restaurant (city),02/04/2022 8500 PENA BLVD R18-1-3-W35-S5-1 Denver,,CO,80249
1472 S PEARL ST LLC,ETC EATERY,03-13752,Hotel & Restaurant (city),01/31/2022 1472 SOUTH PEARL STREET,Denver,CO,80210
"ETHEREAL WINE COMPANY, LL ETHEREAL WINE COMPANY, LLC",,03-09924,Wholesale (vinous & spirituous),06/28/2021 1280 WEST 47TH AVENUE,Denver,CO,80211
"ETHEREAL WINE IMPORTS, LLCETHEREAL WINE IMPORTS, LLC",,03-10290,Importer (vinous & spirituous),09/11/2021 763 SOUTH IVY STREET,Denver,CO,80224
F&F FINE WINES INTERNATIONAETHICA WINES,,12-19481-0000 Importer (vinous & spirituous),,07/21/2021 68 SOUTHFIELD AVE 2 STAMFORD LStamford,,CT,69027223
ETHIO LIQUOR LLC,ETHIO LIQUOR,03-08864,Liquor Store (city),11/27/2021 1930 SOUTH HAVANA STREET UNIT Aurora,,CO,80014
ELIZABETH MOLTOT & GIRMA TETHIOPIAN BEER & SPIRIT DIST.,,03-11520,Wholesale Beer (malt liquor),05/16/2021 21171 RANDOLPH PLACE,Denver,CO,80249
ETHIOPIAN RESTAURANT INC ETHIOPIAN RESTAURANT,,21-74978-0000 Hotel & Restaurant (city),,06/30/2021 2812-2816 E COLFAX,Denver,CO,802061507
ETHYL AMBROSIA LLC,ETHYL AMBROSIA LLC,03-12801,Winery Direct Shipper's Permit,12/30/2021 12440 TRAIL DRIVER ROAD SUITE 20Austin,,TX,78737
ETOWN,ETOWN,03-01582,Arts License (city),06/20/2021 1535 SPRUCE ST,Boulder,CO,80302
CONNELLY'S LLC,E-TOWN COLORADO,03-02610,Hotel & Restaurant (county),02/10/2022 0295 MAIN ST C-104,Edwards,CO,81632
EUREKA RESTAURANT GROUP EUREKA!,,03-06453,Hotel & Restaurant (city),06/26/2021 1048 PEARL STREET #105,Boulder,CO,80302
COMPASS GROUP USA INC,EUREST DINING SERVICES,03-10866,Beer & Wine (city),08/27/2021 1670 BROADWAY AVENUE,Denver,CO,80202
EURO CREPES LLC,EURO CREPES,03-04913,Hotel & Restaurant (city),07/19/2021 1842 S BROADWAY UNIT #103,Denver,CO,80210
EUROPA VILLAGE LLC,EUROPA VILLAGE,14-72988-0000 Winery Direct Shipper's Permit,,05/10/2021 33475 LA SERENA WAY,Temecula,CA,925915104
SHYAMA INC,EUROPA WINE AND LIQUORS,03-08213,Liquor Store (city),07/05/2021 8727 EAST DRY CREEK ROAD SUITECentennial,,CO,80112
MAYAX LLC,EUROPEAN CAFE & RESTAURANT,03-04960,Hotel & Restaurant (city),09/17/2021 1015 WEST COLORADO AVE,Colorado Springs,CO,80904
EUROPEAN WINES & SPIRITS LTEUROPEAN WINES & SPIRITS,,12-58941-0000 Wholesale (vinous & spirituous),,07/28/2021 5690 EAST 56TH AVENUE UNIT E,Commerce City,CO,80022
LJW ENTERPRISES INC,EVANS DISCOUNT LIQUORS,03-05622,Liquor Store (city),12/13/2021 5350 WEST EVANS AVENUE UNITS ADenver,,CO,80227
EVATON INC,EVATON INC,03-12612,Importer (vinous & spirituous),"01/07/2022 1010 WASHINGTON BOULEVARD, 7TStamford",,CT,6901
BANYAN LANE HOLDINGS LLC EVEN HOTEL,,03-13479,Hotel & Restaurant (county),08/13/2021 7380 SOUTH CLINTON STREET,Englewood,CO,80112
UPTAIL ENTERPRISES INC,EVEN IN THE END,03-14401,Liquor Store (city),03/31/2022 889 STEINFELT PKWY,Fairplay,CO,80440
EVENING GRACE ESTATE LLC EVENING GRACE ESTATE LLC,,03-09177,Limited Winery,02/18/2022 35837 HANSON MESA ROAD,Hotchkiss,CO,81419
BLT EVENTS LLC,EVENT CENTER AT CHURCH RANCH 03-02282,,Lodging & Entertainment (City),12/18/2021 10200 OLDE WADSWORTH BLVD,Westminster,CO,80021
COMPASS GROUP USA INC,EVENTS CENTER THE,15-36917-0002 Hotel & Restaurant (city),,03/28/2021 1900 OLIVE STREET,Denver,CO,802201857
EVEREST NEPAL RESTAURANTEVEREST NEPAL,,03-11179,Hotel & Restaurant (city),05/14/2021 35 MARKET STREET UNIT A,Glenwood Springs CO,,81601
EVEREST NEPAL REST COLO SEVEREST NEPAL RESTAURANT,,40-27190-0000 Hotel & Restaurant (city),,07/05/2021 28 E BIJOU ST,Colorado Springs,CO,80903
EVEREST RESTAURANTINC,EVEREST RESTAURANT,15-66271-0000 Hotel & Restaurant (city),,09/21/2021 2130 N MAIN ST #15,Longmont,CO,805011416
JAGDISH LLC,EVEREST WINE & SPIRIT,03-08064,Liquor Store (county),07/12/2021 7590 PECOS STREET #100,Denver,CO,80221
JAGDISH LLC,EVEREST WINE & SPIRIT,03-08064,Delivery Permit,7590 PECOS STREET #100,Denver,CO,80221
"EVERGOOD ELIXIRS, LLC",EVERGOOD ELIXIRS,03-09940,Winery Direct Shipper's Permit,"05/31/2021 613 COUNTY LINE ROAD, UNIT L",Palmer Lake,CO,80133
EVERGOOD ELIXIRS LLC,EVERGOOD ELIXIRS LLC,03-09574,Limited Winery,04/29/2022 613 COUNTY LINE ROAD SUITES K& Palmer Lake,,CO,80133
EVERGREEN BREAD LOUNGE LEVERGREEN BREAD LOUNGE,,03-10844,Hotel & Restaurant (county),12/05/2021 1260 BERGEN PARKWAY UNIT C-220Evergreen,,CO,80439
EVERGREEN DRUG CO INC,EVERGREEN DISCOUNT LIQUORS,11-15662-0000 Liquor Store (county),,11/08/2021 3847 EVERGREEN PKWY,Evergreen,CO,80439
EVERGREEN DRUG CO INC,EVERGREEN DISCOUNT LIQUORS,11-15662-0000 Delivery Permit,,3847 EVERGREEN PKWY,Evergreen,CO,80439
BPOE LODGE 2363,EVERGREEN ELKS LODGE,11-34439-0001 Club License (county),,12/31/2021 27972 IRIS DRIVE,Evergreen,CO,80439
EVERGREEN GAS & CONVENIE EVERGREEN GAS & CONVENIENCE 04-01200,,,Fermented Malt Beverage Off (,10/02/2021 3645 EVERGREEN PARKWAY,Evergreen,CO,80437
BEAR CREEK KHL INC,EVERGREEN MOUNTAIN LIQUORS,41-54816-0000 Liquor Store (county),,01/26/2022 5071 HIGHWAY 73 UNIT B,Evergreen,CO,80439
EVERGREEN STATION ENTERPEVERGREEN STATION,,40-55970-0000 Fermented Malt Beverage Off (,,03/15/2022 8722 TELLER HIGHWAY #1,Florissant,CO,80816
REAL TAP LLC,EVERGREEN TAP HOUSE,03-03021,Brew Pub (county),06/05/2021 2962 EVERGREEN PKWY SUITE 200 Evergreen,,CO,80439
EVERGREEN WINE & LIQUOR CEVERGREEN WINE & LIQUOR,,03-04193,Liquor Store (county),04/02/2022 29017 HOTEL WAY #105C,Evergreen,CO,80439
GRACE GILL LLC,EVERYDAY,04-00556,Fermented Malt Beverage Off (,10/23/2021 906 PETERSON ROAD,Colorado Springs,CO,80915
JEET INC,EVERYDAY 5701,04-00294,Fermented Malt Beverage Off (,12/09/2021 1502 S TEJON ST,Colorado Springs,CO,80906
EVERYDAY STORES LLC,EVERYDAY 5700,04-00683,Fermented Malt Beverage Off (,03/15/2022 1275 13TH STREET,Boulder,CO,80302
EVERYDAY STORES LLC,EVERYDAY 5707,04-00658,Fermented Malt Beverage Off (,11/02/2021 799 EAST COLLEGE DRIVE,Durango,CO,81301
JEET INC,EVERYDAY 5710,03-11366,Master File (Business),1025 13TH STREET,Greeley,CO,80631
JEET INC,EVERYDAY 5710,04-01215,Fermented Malt Beverage Off (,07/24/2021 1025 13TH STREET,Greeley,CO,80631
EVERYDAY STORES LLC,EVERYDAY 5721,04-01068,Fermented Malt Beverage Off (,03/13/2022 303 NORTH 3 STREET,Sterling,CO,80751
EVERYDAY STORES LLC,EVERYDAY 5723,04-01309,Fermented Malt Beverage Off (,03/05/2022 900 KEN PRATT BOULEVARD,Longmont,CO,80501
EVERYDAY STORES LLC,EVERYDAY STORE #5711,18-26348-0012 Fermented Malt Beverage Off (,,08/15/2021 504 11TH AVENUE,Greeley,CO,806313242
EVERYDAY STORES LLC,EVERYDAY STORES,03-07694,Master File (Business),1360 WEST 13TH AVENUE,Broomfield,CO,80020
EVERYDAY STORES LLC,EVERYDAY STORES,18-26348-0006 Fermented Malt Beverage Off (,,11/25/2021 4595 PECOS ST,Denver,CO,80211
EVERYDAY STORES LLC,EVERYDAY STORES #5703,04-00295,Fermented Malt Beverage Off (,12/14/2021 1823 NORTH CIRCLE DRIVE,Colorado Springs,CO,80909
EVERYDAY STORES LLC,EVERYDAY STORES #5709,18-26348-0010 Fermented Malt Beverage Off (,,09/14/2021 2603 8TH AVE,Garden City,CO,806318411
EVERYDAY STORES LLC,EVERYDAY STORES #5713,18-26348-0013 Fermented Malt Beverage Off (,,08/15/2021 1090 SOUTH UNION BOULEVARD,Lakewood,CO,80228
EVERYDAY STORES LLC,EVERYDAY STORES #5714,18-26348-0014 Fermented Malt Beverage Off (,,09/07/2021 12015 WEST CEDAR DRIVE,Lakewood,CO,80228
EVERYDAY STORES LLC,EVERYDAY STORES #5715,18-26348-0015 Fermented Malt Beverage Off (,,09/14/2021 300 EAST PAGOSA STREET,Pagosa Springs,CO,81147
EVERYDAY STORES LLC,EVERYDAY STORES #5716,18-26348-0016 Fermented Malt Beverage Off (,,08/15/2021 10610 S LONGS WAY,Parker,CO,801388037
EVERYDAY STORES LLC,EVERYDAY STORES #5717,18-26348-0017 Fermented Malt Beverage Off (,,08/15/2021 17840 COTTONWOOD,Parker,CO,80134
EVERYDAY STORES LLC,EVERYDAY STORES #5718,18-26348-0021 Fermented Malt Beverage Off (,,08/31/2021 300 JUSTIN AVENUE,Platteville,CO,806517800
EVERYDAY STORES LLC,EVERYDAY STORES #5719,18-26348-0019 Fermented Malt Beverage Off (,,10/04/2021 7990 N FEDERAL BLVD,Westminster,CO,80030
JEET INC.,EVERYDAY STORES 5708,04-00276,Fermented Malt Beverage Off (,12/14/2021 949 SOUTH TAFT HILL ROAD,Fort Collins,CO,80522
FACTORY AT WALNUT LLC,EXDO EVENT CENTER/TRACKS,40-73039-0000 Tavern (city),,06/23/2021 3500 WALNUT ST,Denver,CO,802052428
BOUTIQUE BEVERAGE COMPANEXECUTIVE BEVERAGE COMPANY,,03-12877,Importer (vinous & spirituous),03/02/2022 1220 SOUTH 13TH STREET,Wilmington,NC,28401
EXOTIKKA INC,EXOTIKKA,03-12596,Hotel & Restaurant (city),03/25/2021 9447 PARK MEADOWS DRIVE UNITSLone Tree,,CO,80124
VAIL FOOD SERVICES INC,EXPRESS LIFT THE,04-49011-0004 Hotel & Restaurant / Optional (c,,04/01/2021 280 VAIL LANE,Vail,CO,816575320
EXPRESSJET AIRLINES LLC,EXPRESSJET AIRLINES,28-25951-0000 Public Transportation,,03/14/2021 8900 PENA BLVD,Denver,CO,80249
EXTRA CREATIVE ARTS INC.,EXTRA ARTS & DRAFTS,03-13068,Beer & Wine (city),05/10/2021 115 EAST MOUNTAIN AVENUE,Fort Collins,CO,80524
RY LEE INC,EXTRA INNINGS SPORTS BAR,42-57274-0000 Tavern (city),,05/02/2021 3333 S TAMARAC DR UNIT R,Denver,CO,802314362
SUNCOR ENERGY SALES INC EXXON,,41-44268-0007 Fermented Malt Beverage Off (,,08/21/2021 16820 EAST 6TH AVENUE,Aurora,CO,800119374
SUNCOR ENERGY SALES INC EXXON,,41-44268-0008 Fermented Malt Beverage Off (,,08/21/2021 14491 EAST COLFAX AVENUE,Aurora,CO,800115721
SUNCOR ENERGY SALES INC EXXON,,41-44268-0019 Fermented Malt Beverage Off (,,08/25/2021 506 WEST GARDEN OF THE GODS RColorado Springs,,CO,80907
SUNCOR ENERGY SALES INC EXXON,,41-44268-0025 Fermented Malt Beverage Off (,,10/23/2021 9200 N FEDERAL BLVD,Federal Heights,CO,802215836
SUNCOR ENERGY SALES INC EXXON,,41-44268-0040 Fermented Malt Beverage Off (,,10/28/2021 2651 E 120TH AVE,Thornton,CO,80233
SUNCOR ENERGY SALES INC. EXXON #183,,04-00802,Fermented Malt Beverage Off (,10/14/2021 5195 WEST 120TH AVENUE,Broomfield,CO,80020
SUNCOR ENERGY SALES INC. EXXON #28,,04-00800,Fermented Malt Beverage Off (,07/24/2021 6556 SOUTH BROADWAY,Littleton,CO,80121
EAST WEST OPTICAL VENTUREEYE PIECES OF VAIL,,03-09637,Tavern (city),05/21/2021 278 HANSON RANCH ROAD,Vail,CO,81657
EAST WEST OPTICAL VENTUREEYE PIECES OF VAIL,,03-09638,Tavern (city),05/21/2021 122 EAST MEADOWS DRIVE D-1,Vail,CO,81657
MCDONALD FRANCIS B,F B MCDONALD IMPORTS,09-72622-0000 Importer (vinous & spirituous),,11/09/2021 326 MIDLAND AVE N 207,Aspen,CO,816112412
F KORBEL & BROS INC,F KORBEL & BROS INC,03-00656,Winery Direct Shipper's Permit,11/06/2021 13250 RIVER RD,Guerneville,CA,95446
F&H PARK AND RECREATION DF&H PARK AND RECREATION DIST,,14-43024-0000 Fermented Malt Beverage On/O,,04/13/2022 43355 CR 30,Fleming,CO,807289604
F.X. MAGNER SELECTIONS INC F.X. MAGNER SELECTIONS INC,,03-09243,Importer (vinous & spirituous),02/07/2022 173 MEMORIAL DRIVE UNIT B,Shrewsbury,MA,1545
SRI GANESH LLC,FABBY'S WINE & SPIRITS,03-11978,Liquor Store (city),"07/04/2021 2608 SOUTH TIMBERLINE, UNIT 112 Fort Collins",,CO,80525
KJR ENTERPRISES INC,FAB'RIK COLORADO SPRINGS,03-05450,Beer & Wine (city),11/08/2021 5278 NORTH NEVADA AVENUE SUITColorado Springs,,CO,80918
PREMIERE ENTERTAINMENT GRFABULOUS TNT'S,,41-09157-0000 Tavern (county),,08/28/2021 4630 AUSTIN BLUFFS PKWY,Colorado Springs,CO,809182938
BRUNS FAMILY BREWERY LLC FACTOTUM BREWHOUSE,,03-01745,Wholesale Beer (malt liquor),07/10/2021 3845 LIPAN ST,Denver,CO,80211
BRUNS FAMILY BREWERY LLC FACTOTUM BREWHOUSE,,03-01555,Manufacturer (brewery),07/10/2021 3845 LIPAN ST,Denver,CO,80211
FAIFO LTD,FAIFO,03-09955,Hotel & Restaurant (city),06/06/2021 5055 WEST 72ND AVENUE UNIT D,Westminster,CO,80030
PRG 2 LLC,FAINTING GOAT,03-13330,Hotel & Restaurant (city),05/17/2021 846 BROADWAY,Denver,CO,80203
A & H LIQUOR INC,FAIRFAX LIQUORS,42-91248-0000 Liquor Store (city),,05/02/2022 2801 FAIRFAX STREET,Denver,CO,80207
CS FAIRFAX LIQUOR LLC,FAIRFAX LIQUORS,03-13426,Liquor Store (city),07/16/2021 5490 POWERS CENTER POINT #100 Colorado Springs,,CO,80920
CS FAIRFAX LIQUOR LLC,FAIRFAX LIQUORS,03-13426,Delivery Permit,5490 POWERS CENTER POINT #100 Colorado Springs,,CO,80920
KAROLIE CORPORATION,FAIRFAX WINE & SPIRITS,42-86700-0000 Liquor Store (city),,07/19/2021 5100 EAST COLFAX AVENUE,Denver,CO,802201302
INTERMOUNTAIN MANAGEMEN FAIRFIELD INN & SUITES,,03-10942,Lodging & Entertainment (City),02/04/2022 4107 TUTT BOULEVARD,Colorado Springs,CO,80922
MAIN STREET MANAGEMENT LLFAIRFIELD INN & SUITES,,40-40468-0001 Tavern (city),,01/20/2022 225 MAIN STREET,Grand Junction,CO,815017803
LD LAKEWOOD LODGING LLC FAIRFIELD INN & SUITES BY MARRIO03-12156,,,Lodging & Entertainment (City),10/24/2021 140 SOUTH UNION BLVD,Lakewood,CO,80228
"5280TAVERN, LLC",FAIRFIELD INN & SUITES DENVER,03-10528,Lodging & Entertainment (City),10/23/2021 2747 WYANDOT STREET,Denver,CO,80211
MIMOSA INC,FAIRGROUND WINE & LIQUOR,40-22792-0000 Liquor Store (city),,02/10/2022 2771 B 1/2 ROAD,Grand Junction,CO,81503
FAIRSING VINEYARD LLC,FAIRSING VINEYARD,03-07521,Winery Direct Shipper's Permit,01/19/2022 21455 NE BURKETT HILL ROAD,Yamhill,OR,97148
E J S INC,FAIRWAY INN,40-59004-0000 Tavern (city),,03/19/2022 521 S PUEBLO BLVD,Pueblo,CO,81005
B O J ENTERPRISES INC,FAIRWAY LIQUORS,03-02557,Liquor Store (city),02/19/2022 10890 E DARTMOUTH AVE STE 14,Denver,CO,80014
EVOLUTION LLC,FAIRWAYS GOLF,03-08393,Lodging & Entertainment (City),08/14/2021 1 SUPERIOR DRIVE UNIT L,Superior,CO,80027
FAIRWINDS ESTATE LLC,FAIRWINDS ESTATE,03-14167,Winery Direct Shipper's Permit,12/09/2021 4550 SILVERADO TRAIL,Calistoga,CA,94515
FAIT MAIN LLC,FAIT MAIN,03-08607,Importer (vinous & spirituous),10/18/2021 3730 SILVERADO TRAIL,Saint Helena,CA,94574
FAIT MAIN LLC,FAIT MAIN LLC,03-01280,Winery Direct Shipper's Permit,04/01/2022 3730 SILVERADO TRAIL,Saint Helena,CA,94574
FAITH HOPE & CHARITY LLC,FAITH HOPE & CHARITY VINEYARDS 03-12442,,Winery Direct Shipper's Permit,09/24/2021 70455 NW LOWER BRIDGE WAY,Terrebonne,OR,97760
FALCON FOOD STORE LLC,FALCON FOOD STORE,04-00189,Fermented Malt Beverage Off (,10/20/2021 11150 HWY 24,Falcon,CO,80831
FALCON LIQUOR OUTLET LLC FALCON LIQUOR OUTLET,,42-57699-0000 Delivery Permit,,7344 MCLAUGHLIN ROAD,Falcon,CO,80831
FALCON LIQUOR OUTLET LLC FALCON LIQUOR OUTLET,,42-57699-0000 Liquor Store (county),,09/10/2021 7344 MCLAUGHLIN ROAD,Falcon,CO,80831
FALCOR WINE CELLARS LLC,FALCOR WINE CELLARS LLC,03-10683,Winery Direct Shipper's Permit,10/10/2021 2511 NAPA VALLEY CORP DRIVE,Napa,CA,94558
AULER HUGO EDWIN,FALL CREEK VINEYARDS,26-65266-0000 Winery Direct Shipper's Permit,,03/12/2022 1820 COUNTY RD 222,Tow,TX,78672
ELEVATION VAIL PARTNERS II FALL LINE KITCHEN & COCKTAILS,,03-07147,Hotel & Restaurant (city),11/01/2021 232 BRIDGE STREET,Vail,CO,81657
PREMIUM VINTNERS LLC,FALLBROOK WINERY,15-58340-0000 Winery Direct Shipper's Permit,,04/16/2022 2554 VIA RANCHEROS,Fallbrook,CA,920288264
BLAKE STREET CAFE & GRILL INFALLING ROCK TAPHOUSE,,23-51145-0001 Hotel & Restaurant (city),,04/15/2021 1917-1919 BLAKE STREET,Denver,CO,80202
FAMILY DOLLAR STORES OF COFAMILY DOLLAR #21423,,04-01289,Fermented Malt Beverage Off (,03/23/2021 3069 SOUTH ACADEMY NOULEVARDColorado Springs,,CO,80916
FAMILY DOLLAR STORES OF COFAMILY DOLLAR #24088,,04-01290,Fermented Malt Beverage Off (,03/23/2021 2325 EAST BOULDER STREET,Colorado Springs,CO,80909
FAMILY DOLLAR STORES OF COFAMILY DOLLAR #25149,,04-01220,Fermented Malt Beverage Off (,07/23/2021 9131 EAST COLFAX AVENUE,Aurora,CO,80010
FAMILY DOLLAR STORES OF COFAMILY DOLLAR #26503,,04-01370,Fermented Malt Beverage Off (,08/31/2021 16981 EAST ILIFF AVENUE,Aurora,CO,80013
FAMILY DOLLAR STORES OF COFAMILY DOLLAR #31573,,04-01369,Fermented Malt Beverage Off (,08/31/2021 1395 NORTH PEORIA STREET,Aurora,CO,80011
FAMILY DOLLAR STORES OF COFAMILY DOLLAR #316666,,04-01189,Fermented Malt Beverage Off (,06/24/2021 1001 GODDARD AVENUE,Ignacio,CO,81137
FAMILY DOLLAR STORES OF COFAMILY DOLLAR #31885,,04-01415,Fermented Malt Beverage Off (,11/19/2021 555 CRYSTOLA STREET,Calhan,CO,80808
FAMILY DOLLAR STORES OF COFAMILY DOLLAR STORES OF COLOR 03-13543,,,Master File (Business),16981 EAST ILIFF AVENUE,Aurora,CO,80013
FAMILY FOOD TOWN INC,FAMILY FOOD TOWN INC,04-81180-0000 Fermented Malt Beverage Off (,,11/02/2021 112 W 3RD ST,Palisade,CO,815260000
"FAMILY FOODS MARKET, LLC FAMILY FOODS MARKET",,04-00985,Fermented Malt Beverage Off (,11/27/2021 217 SOUTH 3RD AVENUE,Sterling,CO,80751
YD ENTERTAINMENT LLC,FAMILY KARAOKE,03-12984,Tavern (city),02/11/2022 2630 SOUTH PARKER ROAD UNIT C Aurora,,CO,80015
FAMILY KARAOKE RESTAURAN FAMILY KARAOKE RESTAURANT,,03-02872,Hotel & Restaurant (city),"04/11/2021 2760 S HAVANA ST., UNIT R & S",Aurora,CO,80014
DAEBUCK INVESTMENT INC,FAMILY LIQUORS,28-70699-0000 Liquor Store (city),,02/06/2022 435 N MURRAY BLVD,Colorado Springs,CO,809161029
SOUTH SUBURBAN PARK & RECFAMILY SPORTS CENTER,,11-15366-0022 Hotel & Restaurant / Optional (c,,08/01/2021 6901 S PEORIA ST,Centennial,CO,801124127
SARWARA INC,FAMILY WINE & LIQUORS,03-08732,Liquor Store (city),11/30/2021 379 SOUTH GARRISON STREET,Lakewood,CO,80226
G F GAMING CORP,FAMOUS BONANZA THE,07-15293-0000 Retail Gaming Tavern (city),,12/04/2021 107 MAIN ST,Central City,CO,80427
"FAMOUS DAVE'S RIBS , INC",FAMOUS DAVE'S,03-11741,Hotel & Restaurant (city),06/04/2021 7557 EAST 36TH AVENUE,Denver,CO,80238
FAMOUS DAVE'S RIBS INC,FAMOUS DAVE'S,03-11596,Hotel & Restaurant (city),07/18/2021 15725 EAST BRIARWOOD CIRCLE,Aurora,CO,80016
FAMOUS DAVE'S RIBS INC,FAMOUS DAVE'S,03-12105,Hotel & Restaurant (city),07/28/2021 2440 HWY 6 & 50,Grand Junction,CO,81505
FAMOUS DAVE'S RIBS INC,FAMOUS DAVE'S,03-11996,Tavern (city),08/22/2021 16539 NORTH WASHINGTON STREEThornton,,CO,80023
"FAMOUS DAVE'S RIBS, INC",FAMOUS DAVE'S,03-11494,Hotel & Restaurant (city),03/31/2021 8330 RAZORBACK ROAD,Colorado Springs,CO,80920
FAMOUS DOOR II LLC,FAMOUS DOOR BAR & GRILL #2,40-61715-0000 Tavern (city),,10/17/2021 15220 E HAMPDEN AVE,Aurora,CO,80014
Lucky 7 LLC,FAMOUS EAST SIDE GROCERY,04-01223,Fermented Malt Beverage Off (,06/20/2021 381 SOUTH STREET VRAIN AVE,Estes Park,CO,80517
BISM LLC,FAN FAIR DISCOUNT LIQUOR,03-01853,Liquor Store (city),11/11/2021 475 HAVANA ST,Aurora,CO,80010
FANCY PANSY LLC,FANCY PANSY,03-09302,Beer & Wine (city),02/28/2022 51 BEAVER CREEK PLACE UNIT #2 Avon,,CO,81620
AMICIS PIZZERIA & ITALIAN RESFANELLI'S AMICI'S,,22-94847-0002 Hotel & Restaurant (city),,01/12/2022 4300 WADSWORTH BLVD,Wheat Ridge,CO,80033
FANTASY LLC,FANTASY,42-68667-0000 Tavern (city),,05/10/2022 2258 COLEX DR,Grand Junction,CO,81505
FANTESCA LLC,FANTESCA ESTATE & WINERY,25-44107-0000 Winery Direct Shipper's Permit,,04/02/2021 2920 SPRING MOUNTAIN RD,Saint Helena,CA,94574
"FN CELLARS, LLC",FAR NIENTE WINE ESTATES,03-03717,Importer (vinous & spirituous),11/05/2021 1350 ACACIA DR.,Oakville,CA,94562
MARYS LOUNGE INC,FAR SIDE LOUNGE,08-76855-0000 Tavern (city),,08/21/2021 4375 AIRPORT RD,Colorado Springs,CO,80916
FARGOS PIZZA CO INC,FARGOS PIZZA CO INC,08-33188-0000 Beer & Wine (city),,12/31/2021 2910 EAST PLATTE AVENUE,Colorado Springs,CO,80908
